"(-0.001, 7.0]",0.13525169683257918
"(7.0, 14.0]",0.304691399101647
"(14.0, 21.0]",0.3225842823317172
"(21.0, 28.0]",0.33671490377442936
"(28.0, 35.0]",0.3318140382862352
"(35.0, 42.0]",0.34909412284577995
"(42.0, 49.0]",0.32313231323132313
"(49.0, 56.0]",0.31398104265402843
"(56.0, 63.0]",0.2903225806451613
"(63.0, 70.0]",0.31478770131771594
"(70.0, 77.0]",0.3070652173913043
"(77.0, 84.0]",0.3197278911564626
"(84.0, 91.0]",0.25365853658536586
"(91.0, 98.0]",0.13043478260869565
"(98.0, 105.0]",0.45454545454545453
"(105.0, 112.0]",0.08333333333333333
"(112.0, 119.0]",0.0
"(119.0, 126.0]",0.16666666666666666
"(126.0, 133.0]",0.38461538461538464
"(133.0, 140.0]",1.0
"(140.0, 147.0]",0.4444444444444444
"(147.0, 154.0]",1.0
"(154.0, 161.0]",0.6
"(161.0, 168.0]",0.18181818181818182
"(168.0, 175.0]",0.125
